"number_of_elements,""mean_atomic_mass"",""wtd_mean_atomic_mass"",""gmean_atomic_mass"",""wtd_gmean_atomic_mass"",""entropy_atomic_mass"",""wtd_entropy_atomic_mass"",""range_atomic_mass"",""wtd_range_atomic_mass"",""std_atomic_mass"",""wtd_std_atomic_mass"",""mean_fie"",""wtd_mean_fie"",""gmean_fie"",""wtd_gmean_fie"",""entropy_fie"",""wtd_entropy_fie"",""range_fie"",""wtd_range_fie"",""std_fie"",""wtd_std_fie"",""mean_atomic_radius"",""wtd_mean_atomic_radius"",""gmean_atomic_radius"",""wtd_gmean_atomic_radius"",""entropy_atomic_radius"",""wtd_entropy_atomic_radius"",""range_atomic_radius"",""wtd_range_atomic_radius"",""std_atomic_radius"",""wtd_std_atomic_radius"",""mean_Density"",""wtd_mean_Density"",""gmean_Density"",""wtd_gmean_Density"",""entropy_Density"",""wtd_entropy_Density"",""range_Density"",""wtd_range_Density"",""std_Density"",""wtd_std_Density"",""mean_ElectronAffinity"",""wtd_mean_ElectronAffinity"",""gmean_ElectronAffinity"",""wtd_gmean_ElectronAffinity"",""entropy_ElectronAffinity"",""wtd_entropy_ElectronAffinity"",""range_ElectronAffinity"",""wtd_range_ElectronAffinity"",""std_ElectronAffinity"",""wtd_std_ElectronAffinity"",""mean_FusionHeat"",""wtd_mean_FusionHeat"",""gmean_FusionHeat"",""wtd_gmean_FusionHeat"",""entropy_FusionHeat"",""wtd_entropy_FusionHeat"",""range_FusionHeat"",""wtd_range_FusionHeat"",""std_FusionHeat"",""wtd_std_FusionHeat"",""mean_ThermalConductivity"",""wtd_mean_ThermalConductivity"",""gmean_ThermalConductivity"",""wtd_gmean_ThermalConductivity"",""entropy_ThermalConductivity"",""wtd_entropy_ThermalConductivity"",""range_ThermalConductivity"",""wtd_range_ThermalConductivity"",""std_ThermalConductivity"",""wtd_std_ThermalConductivity"",""mean_Valence"",""wtd_mean_Valence"",""gmean_Valence"",""wtd_gmean_Valence"",""entropy_Valence"",""wtd_entropy_Valence"",""range_Valence"",""wtd_range_Valence"",""std_Valence"",""wtd_std_Valence"",""critical_temp"""
4,76.5177175,55.7098427142857,59.3100961333418,35.421945462455,1.19727303349869,1.07778286066068,122.90607,29.9790427142857,44.2894585275144,51.3268669881746,787.05,1011.71,734.219624171273,940.586438475689,1.31300802421591,0.811136187493863,772,726.814285714286,314.505965762178,353.596527192869,151.75,104.885714285714,131.302196551623,84.3203006736596,1.27527399052522,1.24611309408638,171,37.9714285714286,65.5796271718588,67.8914139021471,4434.35725,2886.13085714286,674.484751445268,52.4640206945722,0.995982779568411,0.830562563362013,8958.571,1491.78342857143,3402.85619588643,3550.9165033491,79.6075,110.858428571429,48.4772646848066,94.231769744878,1.09667176877521,0.771173465548882,135.97,81.1487142857143,54.3730969207199,44.3236295779033,6.9055,3.87114285714286,3.47947484936327,1.04454467078021,1.08857534188499,1.04496953590973,12.878,1.74457142857143,4.59906411675245,4.68401395107631,112.006645,61.8151885714286,8.33981834610162,0.642942302860948,0.403693221013522,0.316851791320191,399.97342,57.1276685714286,166.742351106334,138.309683608476,2.25,2.24285714285714,2.21336383940064,2.20696281450132,1.36892236074022,1.09605191790054,1,1.05714285714286,0.433012701892219,0.428809457708675,33
5,111.273574,63.713457,82.7933193768878,37.9342310251462,1.40944218480143,1.33547238749869,184.5906,27.8487427142857,64.4590043168734,60.9030999494508,821.54,1020.90285714286,768.233304792613,949.165190419892,1.54279718919273,0.896265618929428,810.6,728.807142857143,303.956645592756,351.902942370449,162.4,107.457142857143,142.479406207726,85.4452754722102,1.50879718264381,1.39449392338404,205,40.0285714285714,67.4317432668028,71.4360224685169,6430.2858,3119.87371428571,1301.7668761641,54.0642602239041,1.27883321462228,1.17217384651161,13532.571,1491.78342857143,4621.71605994208,3980.72603242401,65.77,106.166428571429,28.7376861754751,81.0365778038564,1.18353408859616,0.732581987617265,141,81.3642857142857,56.1159478223437,48.7365276046538,5.9824,3.40785714285714,3.20020690378453,0.969316226167975,1.27551730625518,1.18275925378969,12.878,1.43185714285714,4.50883211486079,4.26406804182416,87.865316,44.2994742857143,7.29426913845031,0.529257783997972,0.396023541769484,0.392436442665889,399.97342,39.9848114285714,156.179590169521,118.724209754041,2.2,2.24285714285714,2.1689435423954,2.20696281450132,1.59416669911802,1.17386902644257,1,1.05714285714286,0.4,0.428809457708675,26
5,92.729214,58.201829,73.1327872225065,36.2592965414108,1.44930919335685,1.02645674662812,122.90607,36.9324261428571,47.0946331703134,53.8192430704523,766.44,1010.71642857143,720.605510513725,938.877214843953,1.54414454326973,0.794064496705543,810.6,745.125,290.183029138508,354.883871068252,161.2,104.828571428571,141.465214777999,84.2923341994797,1.50832754035259,1.17643173604827,205,51.75,67.321319060161,67.9034969494148,5821.4858,3010.088,1237.09508033858,54.0348360503616,1.31444218462105,0.855641472909215,10488.571,1667.38342857143,3767.40317577062,3612.40788699085,90.89,112.265,69.8333146094209,101.124266290975,1.42799655342352,0.818154700479675,127.05,81.2078571428572,49.4381674417651,41.6537833558627,7.7844,3.80971428571429,4.40379049753476,1.03634469269069,1.37497728009085,1.01536720698814,12.878,1.69714285714286,4.47336265464807,4.62639439101602,172.205316,61.1580457142857,16.0642278788044,0.619414574871733,0.847404163195705,0.445682025558822,429.97342,54.2705257142857,198.554600255545,139.087001003406,2,2.26428571428571,1.8881750225898,2.22165173570741,1.55711309805765,1.04051727839316,2,1.13571428571429,0.632455532033676,0.456863754084211,27
5,92.729214,58.5184161428571,73.1327872225065,36.3966020291995,1.44930919335685,1.05775512271911,122.90607,36.161939,47.0946331703134,53.9798696513451,766.44,1010.61285714286,720.605510513725,938.745412527433,1.54414454326973,0.807078214938731,810.6,743.164285714286,290.183029138508,354.963511171592,161.2,104.971428571429,141.465214777999,84.3701669575628,1.50832754035259,1.2041147982326,205,50.5714285714286,67.321319060161,68.0088169554027,5821.4858,3021.01657142857,1237.09508033858,54.0957182556368,1.31444218462105,0.914802177066343,10488.571,1667.38342857143,3767.40317577062,3632.64918471043,90.89,112.316428571429,69.8333146094209,101.166397739874,1.42799655342352,0.83866646563365,127.05,81.2078571428572,49.4381674417651,41.6676207979191,7.7844,3.79685714285714,4.40379049753476,1.03525111582814,1.37497728009085,1.07309384625263,12.878,1.59571428571429,4.47336265464807,4.60300005985449,172.205316,61.3723314285714,16.0642278788044,0.619734632330547,0.847404163195705,0.567706107876637,429.97342,51.4133828571429,198.554600255545,139.630922368904,2,2.25714285714286,1.8881750225898,2.21067940870655,1.55711309805765,1.04722136819323,2,1.12857142857143,0.632455532033676,0.468606270481621,27
5,92.729214,59.4681775714286,73.1327872225065,36.8116460385351,1.44930919335685,1.11475758864938,122.90607,35.741099,47.0946331703134,54.4478632018492,766.44,1010.30214285714,720.605510513725,938.350116584238,1.54414454326973,0.831385674680195,810.6,743.164285714286,290.183029138508,355.202143145855,161.2,105.4,141.465214777999,84.604096706509,1.50832754035259,1.25533767886352,205,49.3142857142857,67.321319060161,68.3220106763343,5821.4858,3053.80228571429,1237.09508033858,54.2787767644054,1.31444218462105,1.02115899435946,10488.571,1667.38342857143,3767.40317577062,3692.51336715885,90.89,112.470714285714,69.8333146094209,101.292897435292,1.42799655342352,0.877252010856716,127.05,81.2078571428572,49.4381674417651,41.7087251002688,7.7844,3.75828571428571,4.40379049753476,1.03197730418905,1.37497728009085,1.18633953285975,12.878,1.59571428571429,4.47336265464807,4.53187371259822,172.205316,62.0151885714286,16.0642278788044,0.620695797309414,0.847404163195705,0.788886412677943,429.97342,42.8419542857143,198.554600255545,141.248169409699,2,2.23571428571429,1.8881750225898,2.17808650024395,1.55711309805765,1.05744050040948,2,1.11428571428571,0.632455532033676,0.501579138973165,26
5,92.729214,61.0511132857143,73.1327872225065,37.5139302399351,1.44930919335685,1.14691925691421,122.90607,35.741099,47.0946331703134,55.1827253459345,766.44,1009.78428571429,720.605510513725,937.691659877668,1.54414454326973,0.844440229116872,810.6,743.164285714286,290.183029138508,355.598903917527,161.2,106.114285714286,141.465214777999,84.9954218594123,1.50832754035259,1.28295301573107,205,49.3142857142857,67.321319060161,68.8349045298434,5821.4858,3108.44514285714,1237.09508033858,54.5852519033597,1.31444218462105,1.0710937320198,10488.571,1667.38342857143,3767.40317577062,3789.55613920113,90.89,112.727857142857,69.8333146094209,101.504081862562,1.42799655342352,0.899355651019256,127.05,81.2078571428572,49.4381674417651,41.7758761861729,7.7844,3.694,4.40379049753476,1.02654394171134,1.37497728009085,1.26001714532016,12.878,1.59571428571429,4.47336265464807,4.41003213464159,172.205316,63.0866171428571,16.0642278788044,0.622301052748017,0.847404163195705,0.894889878659001,429.97342,30.6990971428571,198.554600255545,143.896815207624,2,2.2,1.8881750225898,2.12482932758602,1.55711309805765,1.0533461875194,2,1.11428571428571,0.632455532033676,0.550324579550235,27
5,69.17125,47.5053192307692,54.8727651044573,33.3190727483359,1.41917339072535,1.42895154099928,121.3276,14.3039615384615,41.8090108966237,40.7277630997463,753.08,1006.96538461538,708.3233403671,943.328777591012,1.5430376416509,0.943576679628931,810.6,684.384615384615,290.594200905662,337.882349736286,170.4,112.269230769231,148.584487396916,88.773920134718,1.50703211965634,1.50958098343178,205,26,70.3380409167045,76.0169807407973,3698.6858,2877.07715384615,791.947094116295,64.2890140414117,1.21828823769393,0.849876140395924,8958.571,2066.92284615385,3052.92000571364,3647.09104266043,62.564,108.723846153846,31.6524095958504,82.0521594191399,1.15814359700469,0.754630047998803,138.63,76.5819230769231,57.1522159150457,50.332097732264,8.2524,5.27107692307692,4.68830001966416,1.34028272871089,1.39184163265638,1.18117622675249,12.878,2.90353846153846,4.4281001614688,5.65961070231647,127.005316,103.398927692308,14.5436454295599,1.20267708825327,0.85335924532389,0.429594404211726,399.97342,92.29338,154.894318323944,166.8227082224,2.2,2.07692307692308,2.1689435423954,2.06336223306145,1.59416669911802,1.28513193407875,1,1,0.4,0.266469355010596,82
4,88.9444675,57.8739670714286,66.3615924315719,36.1195603503211,1.1817952393305,1.0222908923957,122.90607,33.7680099285714,51.9688277861034,53.63940496787,775.425,1010.54428571429,718.15289995213,938.512776724546,1.30596703599158,0.783206660361291,810.6,739.575,323.811807806633,355.183884421944,160.25,105.1,136.126003095455,84.371352045645,1.25924397214289,1.17303291789271,205,46.1142857142857,75.2375404967494,68.5216649785203,4654.35725,2980.33085714286,724.953210852388,53.7584862910218,1.03312880053102,0.788888532221461,8958.571,1623.48342857143,3306.1628967555,3582.37059664405,81.8375,111.970357142857,60.1231785550982,100.24495020209,1.15968659338134,0.786900489374915,127.05,81.0975,51.4337118896741,42.1023442240235,6.9055,3.83471428571429,3.47947484936327,1.03921119227177,1.08857534188499,0.96403104867923,12.878,1.74457142857143,4.59906411675245,4.6583013524026,107.756645,60.9794742857143,7.06248773046785,0.620535408483887,0.308147989812345,0.257045108326848,399.97342,57.1276685714286,168.854243757651,138.528892724768,2.25,2.26428571428571,2.21336383940064,2.2262216392083,1.36892236074022,1.04883427304761,1,1.1,0.433012701892219,0.440952123830019,30
4,76.5177175,56.8088170714286,59.3100961333418,35.7734324182576,1.19727303349869,0.981879783570863,122.90607,34.8331599285714,44.2894585275144,52.5332069817455,787.05,1011.54071428571,734.219624171273,940.294344338809,1.31300802421591,0.786865234305601,772,738.578571428571,314.505965762178,353.819831451067,151.75,104.371428571429,131.302196551623,84.1108347003322,1.27527399052522,1.16005975115976,171,46.8428571428571,65.5796271718588,67.1114577035996,4434.35725,2961.47371428571,674.484751445268,53.4270174887903,0.995982779568411,0.769628332487839,8958.571,1623.48342857143,3402.85619588643,3581.84892090518,79.6075,111.779214285714,48.4772646848066,98.4119621279586,1.09667176877521,0.777657155958259,135.97,81.2886428571429,54.3730969207199,42.5578923529527,6.9055,3.83471428571429,3.47947484936327,1.03921119227177,1.08857534188499,0.96403104867923,12.878,1.74457142857143,4.59906411675245,4.6583013524026,112.006645,61.34376,8.33981834610162,0.629441022509672,0.403693221013522,0.283412116654505,399.97342,57.1276685714286,166.742351106334,138.437713993087,2.25,2.26428571428571,2.21336383940064,2.2262216392083,1.36892236074022,1.04883427304761,1,1.1,0.433012701892219,0.440952123830019,39
4,76.5177175,57.5414666428571,59.3100961333418,36.0096925680314,1.19727303349869,0.899624878112455,122.90607,38.0692380714286,44.2894585275144,53.3096889687425,787.05,1011.42785714286,734.219624171273,940.099665309456,1.31300802421591,0.763668388312443,772,746.421428571428,314.505965762178,353.968577715161,151.75,104.028571428571,131.302196551623,83.9714798808151,1.27527399052522,1.07523273630141,171,52.7571428571429,65.5796271718588,66.5842047825955,4434.35725,3011.70228571429,674.484751445268,54.0788155383013,0.995982779568411,0.718623049021766,8958.571,1711.28342857143,3402.85619588643,3601.44742258933,79.6075,112.393071428571,48.4772646848066,101.301276893401,1.09667176877521,0.780834108753836,135.97,81.3819285714286,54.3730969207199,41.3274588914377,6.9055,3.81042857142857,3.47947484936327,1.03567067792642,1.08857534188499,0.882547321448082,12.878,1.81428571428571,4.59906411675245,4.6409216251314,112.006645,61.0294742857143,8.33981834610162,0.620598048058198,0.403693221013522,0.253800054033121,399.97342,57.1276685714286,166.742351106334,138.522110511979,2.25,2.27857142857143,2.21336383940064,2.23915413212017,1.36892236074022,1.00612015189322,1,1.12857142857143,0.433012701892219,0.448296093843234,14.8
4,76.5177175,57.1751418571429,59.3100961333418,35.8913680915719,1.19727303349869,0.943560479191362,122.90607,36.451199,44.2894585275144,52.9241398674945,787.05,1011.48428571429,734.219624171273,940.196999785305,1.31300802421591,0.776332032161783,772,742.5,314.505965762178,353.894216896887,151.75,104.2,131.302196551623,84.0411284062601,1.27527399052522,1.12181816170133,171,49.8,65.5796271718588,66.8485708790504,4434.35725,2986.588,674.484751445268,53.7519285564517,0.995982779568411,0.745714935123301,8958.571,1667.38342857143,3402.85619588643,3591.74934290791,79.6075,112.086142857143,48.4772646848066,99.8461688055545,1.09667176877521,0.779396614442836,135.97,81.3352857142857,54.3730969207199,41.9483102773216,6.9055,3.82257142857143,3.47947484936327,1.03743942474191,1.08857534188499,0.927479442031317,12.878,1.75714285714286,4.59906411675245,4.64963546519334,112.006645,61.1866171428571,8.33981834610162,0.625003895937664,0.403693221013522,0.269729743377241,399.97342,57.1276685714286,166.742351106334,138.480007842432,2.25,2.27142857142857,2.21336383940064,2.23267852196607,1.36892236074022,1.02917468729772,1,1.11428571428571,0.433012701892219,0.444696640464954,30
